IdSensore,Tipologia,Unità DiMisura,IdStazione,NomeStazione,Quota,Provincia,DataStart,DataStop,Storico,UTM_Nord,UTM_Est,lng,lat,Location
30525,Precipitazione,mm,1509,Paderno Dugnano Palazzolo Parco Borghetto,170,MI,21/05/2014,,N,5047745,512305,9.15773268,45.58313746,POINT (9.15773268 45.58313746)
22009,Velocità Vento,m/s,1890,Tavernole sul Mella Monte Guglielmo,1790,BS,14/10/2019,,N,5067376,591417,10.17540709,45.75389593,POINT (10.17540709 45.75389593)
19365,Precipitazione,mm,1559,Dervio v.S.Cecilia,198,LC,03/05/2016,,N,5101755,523618,9.30538273,46.06896591,POINT (9.30538273 46.06896591)
8165,Precipitazione,mm,870,Como viale Geno,200,CO,05/07/2000,,N,5074080,506207,9.07990936,45.82025397,POINT (9.07990936 45.82025397)
14528,Temperatura,°C,1375,Varano Borghi,241,VA,27/03/2013,,N,5068133,477631,8.71232365,45.76639371,POINT (8.71232365 45.76639371)
2388,Temperatura,°C,128,Capralba,96,CR,20/03/1996,10/02/2012,S,5032570,550482,9.132164,46.088243,POINT (9.132164 46.088243)
12026,Umidità Relativa,%,1297,Spinadesco v.Battisti,48,CR,03/02/2011,,N,5000087,573153,9.93059842,45.15047339,POINT (9.93059842 45.15047339)
8095,Precipitazione,mm,912,Foppolo,1682,BG,01/01/1998,,N,5099046,558502,9.75610761,46.04249594,POINT (9.75610761 46.04249594)
8386,Livello Idrometrico,cm,880,Valmadrera Malgrate,222,LC,29/07/2002,,N,5078101,529084,9.37463839,45.85586528,POINT (9.37463839 45.85586528)
10557,Velocità Vento,m/s,554,Saronno v.Santuario,212,VA,06/07/2010,,N,5052646,502058,9.02640138,45.62735705,POINT (9.02640138 45.62735705)
19397,Radiazione Globale,W/m²,1650,Bormio eliporto,1172,SO,29/09/2016,,N,5145365,604906,10.36603171,46.45370081,POINT (10.36603171 46.45370081)
11754,Velocità Vento,m/s,832,Lanzada Palù,2151,SO,01/01/1992,,N,5126972,568128,9.88452786,46.2929069,POINT (9.88452786 46.2929069)
10469,Temperatura,°C,1266,Bertonico v.Moro,65,LO,03/03/2009,,N,5009105,552297,9.66625758,45.23349689,POINT (9.66625758 45.23349689)
19294,Umidità Relativa,%,1514,Carenno centro sportivo,633,LC,08/05/2018,,N,5072042,536210,9.46596925,45.8009939,POINT (9.46596925 45.8009939)
14517,Precipitazione,mm,1372,Garzeno,581,CO,25/07/2013,,N,5108761,519145,9.2478209,46.1321526,POINT (9.2478209 46.1321526)
2333,Radiazione Globale,W/m²,123,Cavenago d'Adda,67,LO,23/09/2003,,N,5013018,544138,9.56265997,45.26927396,POINT (9.56265997 45.26927396)
10373,Precipitazione,mm,687,Ferno v.Di Dio,215,VA,13/08/2007,,N,5051773,481053,8.75697656,45.61924753,POINT (8.75697656 45.61924753)
32355,Precipitazione,mm,1807,Ispra JRC,249,VA,21/04/2022,,N,5072552,471760,8.6365627,45.80595188,POINT (8.6365627 45.80595188)
10443,Precipitazione,mm,1264,Sondrio v.Paribelli,290,SO,17/11/2008,22/01/2019,S,5113073,567873,9.87921169,46.16785664,POINT (9.87921169 46.16785664)
8097,Precipitazione,mm,822,Valtorta,982,BG,01/01/1998,,N,5091256,541747,9.53889086,45.97360719,POINT (9.53889086 45.97360719)
8546,Livello Idrometrico,cm,817,Pavia SS 35,71,PV,18/04/2001,,N,5003026,511523,9.14666412,45.18062204,POINT (9.14666412 45.18062204)
8105,Livello Idrometrico,cm,852,Lavenone Galleria Agricoltori - fiume,370,BS,01/01/1998,,N,5065630,612858,10.4506025,45.73501708,POINT (10.4506025 45.73501708)
14191,Umidità Relativa,%,1342,Ponte in Valtellina Lago Reguzzo,2440,SO,13/10/2012,,N,5105228,574978,9.96999939,46.09651358,POINT (9.96999939 46.09651358)
8229,Temperatura,°C,907,Varese v.Appiani,416,VA,27/08/2003,,N,5075452,486300,8.82361133,45.83249661,POINT (8.82361133 45.83249661)
2459,Temperatura,°C,134,Corzano Bargnano,93,BS,03/05/1998,,N,5031659,581271,10.03902737,45.43372847,POINT (10.03902737 45.43372847)
14377,Direzione Vento,°,1360,Clusone SP 671,564,BG,16/11/2012,,N,5081243,572409,9.93314133,45.88094706,POINT (9.93314133 45.88094706)
11168,Direzione Vento,°,1230,San Giacomo Filippo Lago Truzzo,2064,SO,02/10/2011,,N,5134156,524616,9.31999148,46.36053879,POINT (9.31999148 46.36053879)
4085,Radiazione Globale,W/m²,150,Pieve San Giacomo,39,CR,04/07/2002,,N,4997179,594005,10.19526123,45.1218284,POINT (10.19526123 45.1218284)
22579,Umidità Relativa,%,1955,Magasa Malga Corva,1244,BS,01/06/2023,,N,5070236,626539,0,0,POINT (0 0)
32390,Livello Idrometrico,cm,1555,Manerba del Garda Dusano,73,BS,15/11/2017,,N,5044545,622300,10.56663509,45.543701,POINT (10.56663509 45.543701)
8186,Temperatura,°C,878,Darfo Boario Terme SS 42,205,BS,01/01/2003,13/12/2015,S,5080335,589760,10.15652706,45.87072956,POINT (10.15652706 45.87072956)
122,Precipitazione,mm,60,Villa di Chiavenna,665,SO,20/11/2002,,N,5131062,539410,9.51204364,46.33199472,POINT (9.51204364 46.33199472)
14645,Temperatura,°C,1382,Veddasca Monte Cadrigna,1302,VA,19/07/2013,,N,5102054,482122,8.76881513,46.07182708,POINT (8.76881513 46.07182708)
14092,Temperatura,°C,1326,Toscolano-Maderno,70,BS,22/03/2012,,N,5054923,626016,10.61687842,45.63641172,POINT (10.61687842 45.63641172)
8166,Temperatura,°C,870,Como viale Geno,200,CO,05/07/2000,,N,5074080,506207,9.07990936,45.82025397,POINT (9.07990936 45.82025397)
11757,Velocità Vento,m/s,836,Aprica,1950,SO,01/01/1992,,N,5109097,588704,10.14826598,46.12968795,POINT (10.14826598 46.12968795)
2195,Precipitazione,mm,114,Landriano Cascina Marianna,88,PV,29/09/2005,,N,5018600,520938,9.26715311,45.32059361,POINT (9.26715311 45.32059361)
9765,Direzione Vento,°,999,Laveno-Mombello Poggio S.Elsa,950,VA,23/06/1999,,N,5084222,471939,8.63818571,45.91099372,POINT (8.63818571 45.91099372)
6158,Umidità Relativa,%,594,Bergamo v.Goisis,290,BG,13/09/1996,,N,5062715,553620,9.68896994,45.71591825,POINT (9.68896994 45.71591825)
2129,Precipitazione,mm,109,Sant'Angelo Lodigiano,60,LO,11/03/1993,,N,5011978,529787,9.37965968,45.26066731,POINT (9.37965968 45.26066731)
11008,Umidità Relativa,%,822,Valtorta,982,BG,10/11/2010,,N,5091256,541747,9.53889086,45.97360719,POINT (9.53889086 45.97360719)
14606,Temperatura,°C,1380,Tremezzo,309,CO,18/04/2013,,N,5092705,516580,9.2140589,45.9877167,POINT (9.2140589 45.9877167)
17548,Livello Idrometrico,cm,1876,Tirano Via Poschiavino,416,SO,16/01/2019,,N,5118018,588720,10.1501359,46.20995305,POINT (10.1501359 46.20995305)
6038,Direzione Vento,°,525,Corsico v.le Italia,119,MI,02/11/1999,,N,5031403,507619,9.09741197,45.43611269,POINT (9.09741197 45.43611269)
12757,Temperatura,°C,1511,Rescaldina,215,MI,25/11/2020,,N,5050479,496327,8.95289668,45.60784534,POINT (8.95289668 45.60784534)
9759,Direzione Vento,°,846,Edolo Pantano d`Avio,2108,BS,01/05/1993,,N,5114768,613679,10.47282844,46.17700799,POINT (10.47282844 46.17700799)
8162,Temperatura,°C,869,Milano v.Feltre,127,MI,05/07/2000,,N,5037597,519436,9.24873853,45.49163461,POINT (9.24873853 45.49163461)
6694,Precipitazione,mm,642,Pavia v. Folperti,77,PV,01/06/2002,,N,5004590,512932,9.16464919,45.19468231,POINT (9.16464919 45.19468231)
2389,Umidità Relativa,%,128,Capralba,96,CR,20/03/1996,01/01/2012,S,5032570,550482,9.132164,46.088243,POINT (9.132164 46.088243)
14568,Temperatura,°C,1378,Tignale Oldesio,374,BS,23/07/2013,,N,5065781,633895,10.7209063,45.7326393,POINT (10.7209063 45.7326393)
5124,Radiazione Globale,W/m²,166,Mantova Lunetta2 SMR,25,MN,08/01/2006,,N,5002119,643358,10.82394014,45.15799358,POINT (10.82394014 45.15799358)
5121,Temperatura,°C,166,Mantova Lunetta2 SMR,25,MN,15/02/2006,,N,5002119,643358,10.82394014,45.15799358,POINT (10.82394014 45.15799358)
8019,Temperatura,°C,846,Edolo Pantano d`Avio,2108,BS,01/05/1993,,N,5114768,613679,10.47282844,46.17700799,POINT (10.47282844 46.17700799)
9013,Temperatura,°C,1220,Ponte di Legno Case Pirli,1640,BS,01/01/2004,,N,5127374,617932,10.5310511,46.28969035,POINT (10.5310511 46.28969035)
11099,Livello Idrometrico,cm,1200,Porlezza via Porto Letizia,272,CO,04/08/2011,,N,5098085,508966,9.11586721,46.03628012,POINT (9.11586721 46.03628012)
5981,Direzione Vento,°,594,Bergamo v.Goisis,290,BG,16/09/1996,,N,5062715,553620,9.68896994,45.71591825,POINT (9.68896994 45.71591825)
12713,Velocità Vento,m/s,125,Castello d'Agogna,106,PV,21/05/2020,,N,5010411,476502,8.70057165,45.24680044,POINT (8.70057165 45.24680044)
2008,Radiazione Globale,W/m²,100,Milano Lambrate,120,MI,12/09/2003,,N,5038171,520120,9.2575154,45.49677982,POINT (9.2575154 45.49677982)
46,Precipitazione,mm,33,Lanzada Ganda,988,SO,10/11/1989,,N,5124452,568154,9.884505,46.270224,POINT (9.884505 46.270224)
8016,Temperatura,°C,836,Aprica,1950,SO,01/01/1992,,N,5109097,588704,10.14826598,46.12968795,POINT (10.14826598 46.12968795)
6797,Velocità Vento,m/s,653,Brescia v.Ziziola,125,BS,15/10/1997,,N,5040836,595170,10.21846492,45.51456611,POINT (10.21846492 45.51456611)
9308,Precipitazione,mm,646,Como Villa Gallia,201,CO,01/01/1999,,N,5073500,505203,9.06697886,45.81504217,POINT (9.06697886 45.81504217)
14714,Direzione Vento,°,1545,San Siro Alpe Rescascìa,1285,CO,30/12/2014,,N,5102069,518430,9.2383327,46.0719452,POINT (9.2383327 46.0719452)
19430,Radiazione Globale,W/m²,1657,Mariano Comense campo sportivo,255,CO,11/10/2017,,N,5059052,513843,9.177773,45.684884,POINT (9.177773 45.684884)
5122,Umidità Relativa,%,166,Mantova Lunetta2 SMR,25,MN,08/01/2006,,N,5002119,643358,10.82394014,45.15799358,POINT (10.82394014 45.15799358)
4087,Direzione Vento,°,150,Pieve San Giacomo,39,CR,26/07/2005,,N,4997179,594005,10.19526123,45.1218284,POINT (10.19526123 45.1218284)
6698,Temperatura,°C,642,Pavia v. Folperti,77,PV,01/06/2002,,N,5004590,512932,9.16464919,45.19468231,POINT (9.16464919 45.19468231)
2270,Temperatura,°C,119,San Giovanni Bianco Cornalita,622,BG,07/09/2001,,N,5079768,549604,9.63912077,45.86969697,POINT (9.63912077 45.86969697)
6185,Umidità Relativa,%,503,Milano P.zza Zavattari,122,MI,22/04/2002,,N,5035847,511082,9.14178666,45.47606529,POINT (9.14178666 45.47606529)
17131,Precipitazione,mm,1303,Cremona v.Gerre Borghi,36,CR,10/10/2011,,N,4995675,584111,10.06924181,45.10954275,POINT (10.06924181 45.10954275)
10572,Velocità Vento,m/s,1273,Val Masino Bagni,1191,SO,19/10/2011,12/02/2021,S,5121270,545980,9.59643936,46.24345747,POINT (9.59643936 46.24345747)
8040,Livello Idrometrico,cm,1979,Colico Porto,202,LC,02/02/2024,,N,5109391,528642,9.37081691,46.13749373,POINT (9.37081691 46.13749373)
10467,Radiazione Globale,W/m²,1266,Bertonico v.Moro,65,LO,03/03/2009,,N,5009105,552297,9.66625758,45.23349689,POINT (9.66625758 45.23349689)
2040,Umidità Relativa,%,102,San Colombano al Lambro,140,MI,27/06/2001,,N,5002165,538425,9.48899684,45.17191896,POINT (9.48899684 45.17191896)
8009,Altezza Neve,cm,835,Valdisotto Oga S. Colombano,2300,SO,01/01/1992,,N,5145272,600293,10.30596404,46.45356516,POINT (10.30596404 46.45356516)
14443,Precipitazione,mm,1366,Porlezza torrente,291,CO,12/12/2012,,N,5098254,510895,9.14079938,46.03777316,POINT (9.14079938 46.03777316)
6824,Umidità Relativa,%,656,Gambara v.Parma,47,BS,01/01/1999,,N,5011493,601945,10.29913,45.24955194,POINT (10.29913 45.24955194)
6186,Umidità Relativa,%,571,Bormio v.Monte Braulio,1225,SO,16/01/2000,04/10/2016,S,5147136,605598,10.37543275,46.46952397,POINT (10.37543275 46.46952397)
30536,Precipitazione,mm,1511,Rescaldina,215,MI,26/09/2014,,N,5050479,496327,8.95289668,45.60784534,POINT (8.95289668 45.60784534)
5917,Temperatura,°C,614,Rodano v.Turati,112,MI,01/01/1999,,N,5035511,527631,9.35349644,45.47258192,POINT (9.35349644 45.47258192)
7045,Radiazione Globale,W/m²,695,Ponti sul Mincio v.San Martino,113,MN,19/12/2006,,N,5030184,631718,10.68336214,45.41277633,POINT (10.68336214 45.41277633)
14161,Radiazione Globale,W/m²,1202,Vercana,980,CO,16/06/2012,,N,5114303,525058,9.32468906,46.18185467,POINT (9.32468906 46.18185467)
6823,Temperatura,°C,656,Gambara v.Parma,47,BS,01/01/1990,,N,5011493,601945,10.29913,45.24955194,POINT (10.29913 45.24955194)
14118,Precipitazione,mm,1325,Collio Memmo,1069,BS,18/03/2012,,N,5073930,602209,10.31552778,45.81136111,POINT (10.31552778 45.81136111)
14284,Temperatura,°C,1347,Barzio Piani di Bobbio,1713,LC,14/10/2012,,N,5089669,538832,9.50113918,45.95949713,POINT (9.50113918 45.95949713)
8385,Livello Idrometrico,cm,874,Sarnico v. Roma,197,BG,12/04/2001,,N,5057377,574538,9.95688896,45.66594103,POINT (9.95688896 45.66594103)
19335,Precipitazione,mm,1551,Premana v.Luciani papa,910,LC,08/07/2015,,N,5099899,532481,9.419878,46.0519,POINT (9.419878 46.0519)
17465,Umidità Relativa,%,58,Carona Lago Fregabolgia,1955,BG,21/10/2018,,N,5097125,566799,9.86305936,46.02444861,POINT (9.86305936 46.02444861)
19377,Precipitazione,mm,1651,Morbegno eliporto,230,SO,28/07/2016,,N,5109394,545135,9.58432198,46.13664246,POINT (9.58432198 46.13664246)
19004,Velocità Vento,m/s,503,Milano P.zza Zavattari,122,MI,23/09/2013,,N,5035847,511082,9.14178666,45.47606529,POINT (9.14178666 45.47606529)
8152,Precipitazione,mm,885,Arcisate,383,VA,05/07/2000,,N,5076955,491501,8.89055144,45.84610806,POINT (8.89055144 45.84610806)
9027,Temperatura,°C,1206,Cavaria con Premezzo v. Cantalupa,274,VA,01/01/2004,,N,5059567,485026,8.80769797,45.68949617,POINT (8.80769797 45.68949617)
8146,Temperatura,°C,824,Clusone Campo Sportivo,591,BG,21/11/2001,21/07/2015,S,5081860,573451,9.94666236,45.88638933,POINT (9.94666236 45.88638933)
6163,Umidità Relativa,%,564,Erba v. Battisti,279,CO,21/02/2009,,N,5072803,517232,9.2217792,45.8085738,POINT (9.2217792 45.8085738)
32370,Temperatura,°C,1679,Sormano rifugio Alpetto,1158,CO,23/11/2017,,N,5083535,518233,9.23506881,45.90514139,POINT (9.23506881 45.90514139)
8112,Livello Idrometrico,cm,818,Gera Lario Fuentes,199,CO,01/01/1998,,N,5110832,531836,9.41227503,46.15033242,POINT (9.41227503 46.15033242)
19346,Umidità Relativa,%,1560,Padenghe sul Garda v.Fondrini,187,BS,14/07/2016,,N,5041631,617629,10.50612,45.518286,POINT (10.50612 45.518286)
8223,Temperatura,°C,816,Sermide e Felonica SP 91,10,MN,10/07/2003,,N,4987208,680433,11.28993625,45.01536422,POINT (11.28993625 45.01536422)
6175,Umidità Relativa,%,512,Carate Brianza v.De Gasperi,250,MB,01/01/1999,26/04/2018,S,5057635,518272,9.234603,45.672017,POINT (9.234603 45.672017)
14370,Umidità Relativa,%,1360,Clusone SP 671,564,BG,14/11/2012,,N,5081243,572409,9.93314133,45.88094706,POINT (9.93314133 45.88094706)
14477,Radiazione Globale,W/m²,1367,Bagolino SP669,775,BS,12/12/2012,,N,5077140,612773,10.452199,45.83860244,POINT (10.452199 45.83860244)
5870,Precipitazione,mm,564,Erba v. Battisti,279,CO,01/07/2009,,N,5072803,517232,9.2217792,45.8085738,POINT (9.2217792 45.8085738)
32241,Umidità Relativa,%,884,Cuveglio,294,VA,01/08/2016,,N,5083338,480047,8.74277458,45.90332947,POINT (8.74277458 45.90332947)
9868,Temperatura,°C,672,Cornale v.Libertà,74,PV,28/07/2005,,N,4987406,493238,8.91415717,45.04008561,POINT (8.91415717 45.04008561)
2613,Temperatura,°C,212,Canzo,1233,CO,20/04/2011,,N,5077224,524701,9.31813681,45.84814356,POINT (9.31813681 45.84814356)
8099,Livello Idrometrico,cm,815,Arena Po Spessa,64,PV,01/01/1998,,N,4994306,527217,9.3459475,45.10170394,POINT (9.3459475 45.10170394)
9388,Umidità Relativa,%,1202,Vercana,980,CO,19/02/2009,,N,5114303,525058,9.32468906,46.18185467,POINT (9.32468906 46.18185467)
19100,Velocità Vento,m/s,586,Costa Volpino v.Nazionale,192,BG,24/01/2014,,N,5075429,585212,10.09707131,45.82716061,POINT (10.09707131 45.82716061)
9006,Temperatura,°C,1217,Schilpario,1096,BG,01/01/2004,23/09/2012,S,5095451,588221,10.13948686,46.00695864,POINT (10.13948686 46.00695864)
9016,Temperatura,°C,1224,Cortenova,456,LC,01/01/2004,,N,5094947,529451,9.38040375,46.00746603,POINT (9.38040375 46.00746603)
9399,Umidità Relativa,%,1222,Cavargna,1100,CO,17/12/2008,,N,5104225,508568,9.11084686,46.09155206,POINT (9.11084686 46.09155206)
4055,Direzione Vento,°,146,Mezzoldo Passo S.Marco,1824,BG,23/05/2003,,N,5098490,548644,9.62865186,46.0382628,POINT (9.62865186 46.0382628)
8171,Precipitazione,mm,821,Azzone Dezzo di Scalve,746,BG,31/12/2001,,N,5092134,585424,10.10276314,45.97745722,POINT (10.10276314 45.97745722)
14651,Direzione Vento,°,1382,Veddasca Monte Cadrigna,1302,VA,19/07/2013,,N,5102054,482122,8.76881513,46.07182708,POINT (8.76881513 46.07182708)
22553,Direzione Vento,°,214,Bigarello,15,MN,25/11/2022,,N,5005622,648246,10.887137,45.18849864,POINT (10.887137 45.18849864)
32379,Direzione Vento,°,1679,Sormano rifugio Alpetto,1158,CO,23/11/2017,,N,5083535,518233,9.23506881,45.90514139,POINT (9.23506881 45.90514139)
2083,Umidità Relativa,%,106,Varzi Nivione,500,PV,15/05/2001,,N,4961571,514194,9.17949163,44.80739989,POINT (9.17949163 44.80739989)
17472,Umidità Relativa,%,1871,Tavernola Bergamasca Gallinarga,185,BG,27/11/2018,,N,5060849,582076,10.05422004,45.6963302,POINT (10.05422004 45.6963302)
6699,Umidità Relativa,%,642,Pavia v. Folperti,77,PV,01/06/2002,,N,5004590,512932,9.16464919,45.19468231,POINT (9.16464919 45.19468231)
9108,Precipitazione,mm,1201,Canevino,455,PV,01/01/2004,,N,4975743,521751,9.275674,44.93479528,POINT (9.275674 44.93479528)
9076,Direzione Vento,°,1211,Castronno,379,VA,01/01/2004,,N,5066146,486058,8.82076322,45.74873297,POINT (8.82076322 45.74873297)
2239,Precipitazione,mm,116,Ispra prato,193,VA,25/10/2001,01/05/2011,S,5073482,470058,9.95468,45.996306,POINT (9.95468 45.996306)
5887,Precipitazione,mm,617,Tavazzano con Villavesco Enel suolo,80,LO,13/01/2000,15/06/2015,S,5020175,533401,9.42627342,45.33429114,POINT (9.42627342 45.33429114)
9815,Direzione Vento,°,671,Mantova Tridolino,22,MN,30/12/2004,01/02/2024,S,5001664,646147,10.859272,45.153328,POINT (10.859272 45.153328)
9329,Precipitazione,mm,629,Crema v.XI febbraio,79,CR,20/01/2004,,N,5023885,555127,9.70395139,45.36631075,POINT (9.70395139 45.36631075)
12756,Umidità Relativa,%,1510,Monza v.Monte Generoso,173,MB,25/11/2020,,N,5048372,519174,9.24580749,45.58862553,POINT (9.24580749 45.58862553)
14478,Temperatura,°C,1367,Bagolino SP669,775,BS,12/12/2012,,N,5077140,612773,10.452199,45.83860244,POINT (10.452199 45.83860244)
8227,Temperatura,°C,904,Paisco Loveno,816,BS,20/06/2003,,N,5103599,600282,10.29694303,46.07861336,POINT (10.29694303 46.07861336)
17507,Velocità Vento,m/s,816,Sermide e Felonica SP 91,10,MN,21/10/2018,,N,4987208,680433,11.28993625,45.01536422,POINT (11.28993625 45.01536422)
9102,Precipitazione,mm,1220,Ponte di Legno Case Pirli,1640,BS,01/01/2004,,N,5127374,617932,10.5310511,46.28969035,POINT (10.5310511 46.28969035)
5979,Direzione Vento,°,595,Filago v.Don Milani,190,BG,03/02/2000,,N,5053519,543342,9.55609572,45.63387247,POINT (9.55609572 45.63387247)
9084,Livello Idrometrico,cm,1205,Molteno Cimitero,278,LC,01/01/2004,,N,5069985,523872,9.30710044,45.78301922,POINT (9.30710044 45.78301922)
5932,Temperatura,°C,570,Tirano Viale Italia,439,SO,01/11/1993,17/05/2018,S,5118891,589196,10.170397,46.216293,POINT (10.170397 46.216293)
19426,Temperatura,°C,1657,Mariano Comense campo sportivo,255,CO,11/10/2017,,N,5059052,513843,9.177773,45.684884,POINT (9.177773 45.684884)
11760,Velocità Vento,m/s,848,Livigno La Vallaccia,2660,SO,11/09/1993,,N,5147768,591251,10.18873661,46.47730866,POINT (10.18873661 46.47730866)
4089,Precipitazione,mm,150,Pieve San Giacomo,39,CR,04/07/2002,,N,4997179,594005,10.19526123,45.1218284,POINT (10.19526123 45.1218284)
8151,Temperatura,°C,884,Cuveglio,294,VA,06/07/2000,,N,5083338,480047,8.74277458,45.90332947,POINT (8.74277458 45.90332947)
5864,Temperatura,°C,594,Bergamo v.Goisis,290,BG,13/09/1996,,N,5062715,553620,9.68896994,45.71591825,POINT (9.68896994 45.71591825)
5901,Temperatura,°C,512,Carate Brianza v.De Gasperi,250,MB,01/04/1996,26/04/2018,S,5057635,518272,9.234603,45.672017,POINT (9.234603 45.672017)
32345,Radiazione Globale,W/m²,1359,Breno Lago Della Vacca,2410,BS,11/07/2017,,N,5090337,611798,10.4427287,45.95749967,POINT (10.4427287 45.95749967)
19282,Temperatura,°C,1513,Introbio al bivio,574,LC,28/01/2017,,N,5090402,534927,9.4507999,45.966301,POINT (9.4507999 45.966301)
8137,Precipitazione,mm,875,Bagolino Valle Dorizzo,1226,BS,06/06/2001,13/11/2012,S,5081485,612286,10.44694397,45.87777614,POINT (10.44694397 45.87777614)
11743,Velocità Vento,m/s,119,San Giovanni Bianco Cornalita,622,BG,07/09/2001,,N,5079768,549604,9.63912077,45.86969697,POINT (9.63912077 45.86969697)
4033,Precipitazione,mm,143,Livigno Passo Foscagno,2320,SO,02/06/2002,,N,5149692,592662,10.20748854,46.49442378,POINT (10.20748854 46.49442378)
2392,Velocità Vento,m/s,128,Capralba,96,CR,20/03/1996,29/12/2010,S,5032570,550482,9.132164,46.088243,POINT (9.132164 46.088243)
9034,Temperatura,°C,1209,Rota d'Imagna,674,BG,02/01/2004,,N,5076380,539709,9.51135208,45.83984475,POINT (9.51135208 45.83984475)
10401,Direzione Vento,°,575,Nibionno v.della Chiesa,310,LC,30/10/2008,18/10/2019,S,5066429,520613,9.26502439,45.75111892,POINT (9.26502439 45.75111892)
6183,Umidità Relativa,%,614,Rodano v.Turati,112,MI,01/01/1999,,N,5035511,527631,9.35349644,45.47258192,POINT (9.35349644 45.47258192)
6167,Umidità Relativa,%,575,Nibionno v.della Chiesa,310,LC,03/12/2002,30/11/2021,S,5066429,520613,9.26502439,45.75111892,POINT (9.26502439 45.75111892)
17518,Radiazione Globale,W/m²,1375,Varano Borghi,241,VA,21/10/2018,,N,5068133,477631,8.71232365,45.76639371,POINT (8.71232365 45.76639371)
14301,Livello Idrometrico,cm,1348,Gambolò via Roma,101,PV,16/10/2012,,N,5010486,489275,8.86333267,45.24779339,POINT (8.86333267 45.24779339)
6728,Umidità Relativa,%,644,Vigevano v.Petrarca,107,PV,24/01/2004,09/10/2013,S,5019220,489053,8.86031156,45.32640825,POINT (8.86031156 45.32640825)
19408,Velocità Vento,m/s,1652,Tirano eliporto,481,SO,12/01/2017,,N,5118967,591186,10.18226719,46.2181778,POINT (10.18226719 46.2181778)
6116,Velocità Vento,m/s,530,Agrate Brianza v.Ferrario,162,MB,12/03/1990,30/10/2013,S,5046977,527628,9.354094,45.575778,POINT (9.354094 45.575778)
19417,Precipitazione,mm,1656,Casalmaggiore campo sportivo,26,CR,28/03/2017,,N,4983484,611536,10.415068,44.996044,POINT (10.415068 44.996044)
2596,Precipitazione,mm,205,Montevecchia cascina Butto,385,LC,06/10/2014,,N,5061321,529882,9.38387611,45.70480511,POINT (9.38387611 45.70480511)
2327,Temperatura,°C,123,Cavenago d'Adda,67,LO,08/08/2002,,N,5013018,544138,9.56265997,45.26927396,POINT (9.56265997 45.26927396)
14667,Umidità Relativa,%,1383,Sarezzo v.della Fonte,290,BS,02/11/2012,,N,5057824,592468,10.1870962,45.66779897,POINT (10.1870962 45.66779897)
9766,Direzione Vento,°,998,Laveno-Mombello p.zza Matteotti,207,VA,24/06/1999,,N,5084109,470426,8.61868535,45.90991335,POINT (8.61868535 45.90991335)
2536,Direzione Vento,°,139,Virgilio Mantova Cerese,19,MN,26/09/2003,19/09/2018,S,4997294,641005,9.378006,46.107976,POINT (9.378006 46.107976)
14586,Precipitazione,mm,1379,Gargnano,984,BS,15/07/2015,,N,5065317,625847,10.61740677,45.72996009,POINT (10.61740677 45.72996009)
10778,Umidità Relativa,%,16,Valfurva Ghiacciaio dei Forni,2180,SO,15/12/2021,,N,5141977,619522,10.55541386,46.42078875,POINT (10.55541386 46.42078875)
14119,Precipitazione,mm,1324,Limone sul Garda,75,BS,18/03/2012,,N,5074143,639088,10.79005556,45.80683333,POINT (10.79005556 45.80683333)
11747,Velocità Vento,m/s,132,Bergamo v.Stezzano,211,BG,19/05/1993,,N,5056541,551321,9.65876847,45.66051928,POINT (9.65876847 45.66051928)
9397,Umidità Relativa,%,1237,Monno,1728,BS,17/02/2009,,N,5122691,600885,10.308807,46.25030272,POINT (10.308807 46.25030272)
6825,Velocità Vento,m/s,656,Gambara v.Parma,47,BS,01/01/1990,,N,5011493,601945,10.29913,45.24955194,POINT (10.29913 45.24955194)
14749,Velocità Vento,m/s,1547,Rho Scalo Fiorenza - Tetto,143,MI,24/02/2015,,N,5040421,507155,9.09161108,45.51728804,POINT (9.09161108 45.51728804)
14605,Precipitazione,mm,1380,Tremezzo,309,CO,18/04/2013,,N,5092705,516580,9.2140589,45.9877167,POINT (9.2140589 45.9877167)
17435,Umidità Relativa,%,1862,Broni,77,PV,22/03/2018,,N,4987916,517630,9.22386082,45.04448039,POINT (9.22386082 45.04448039)
6987,Direzione Vento,°,679,Valmadrera v.Pozzi,247,LC,01/03/2006,,N,5076576,527307,9.35166247,45.84221272,POINT (9.35166247 45.84221272)
10381,Umidità Relativa,%,706,Lecco v.Sora,272,LC,22/07/2008,,N,5078987,531045,9.39995481,45.86375372,POINT (9.39995481 45.86375372)
2246,Umidità Relativa,%,117,Edolo Ist.Meneghini,699,BS,01/01/1998,,N,5114436,602920,10.33339293,46.17572375,POINT (10.33339293 46.17572375)
17470,Direzione Vento,°,58,Carona Lago Fregabolgia,1955,BG,21/10/2018,,N,5097125,566799,9.86305936,46.02444861,POINT (9.86305936 46.02444861)
14160,Velocità Vento,m/s,140,Motta Visconti SMR,100,MI,07/05/2012,25/08/2020,S,5014273,499103,9.363781,46.134414,POINT (9.363781 46.134414)
9105,Precipitazione,mm,1224,Cortenova,456,LC,01/01/2004,,N,5094947,529451,9.38040375,46.00746603,POINT (9.38040375 46.00746603)
5938,Precipitazione,mm,557,Lonate Pozzolo v.Veneto,204,VA,05/12/1996,10/12/2018,S,5048975,479783,8.74080297,45.59402776,POINT (8.74080297 45.59402776)
